can_id_hex,can_id_dec,message_name,dlc,transmitter,cycle_time_ms,message_comment,signal_name,is_multiplexer,mux_val,start_bit,bit_length,byte_order,signed,factor,offset,min,max,unit,receivers,signal_comment,values
0x1DC,476,x1DC,8,HVBAT,10.0,Lithium Battery Controller (10ms),LB_BPCMAX_UPRATE,False,,37,3,little,False,1.0,0.0,0.0,0.0,MODEMASK,Vector__XXX,"BPC MAX Uprate Level 1-8. Dala: (CAN-bridge testing) This value specifies how quickly the VCM follows the requested power in \""LB_MAX_POWER_FOR_CHARGER\"".ZE0 Example, if Level 1 is selected and battery requests 45kW of quickcharging power, it will take 8minutes for power to ramp up from 0kW->45kW. If Level 8 is selected, it will take not ramp at all, and just intantaneously follow the requested power. If low level is forced, some quickcharging stations will fail to charge the vehicle, with an error message stating that too low current was demanded. Special notes for AZE0, the newer AZE0 VCM will ramp more aggressively at level 1 compared to ZE0, and no issues with fastcharging even though slow ramp rate is selected.","{0: 'BPC MAX Uprate Level 1', 1: 'BPC MAX Uprate Level 2', 2: 'BPC MAX Uprate Level 3', 3: 'BPC MAX Uprate Level 4', 4: 'BPC MAX Uprate Level 5', 5: 'BPC MAX Uprate Level 6', 6: 'BPC MAX Uprate Level 7', 7: 'BPC MAX Uprate Level 8'}"
0x1DC,476,x1DC,8,HVBAT,10.0,Lithium Battery Controller (10ms),LB_CODE_CONDITION,False,,34,3,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x1DC,476,x1DC,8,HVBAT,10.0,Lithium Battery Controller (10ms),LB_CODE1,False,,33,8,big,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x1DC,476,x1DC,8,HVBAT,10.0,Lithium Battery Controller (10ms),LB_CODE2,False,,41,8,big,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x1DC,476,x1DC,8,HVBAT,10.0,Lithium Battery Controller (10ms),LB_PRUN_1DC,False,,48,2,little,False,1.0,0.0,0.0,3.0,,Vector__XXX,"Detection of frozen data. Message-PRUN-Diag. The transmitting node adds a message counter of 2bits or more to the end of the last data area (or just before the checksum). The value of the counter, which is initially 0, increments by one everytime new data is transmitted, and returned to zero when reaching the max value. The receiving node lets the first message pass without check, but for second next message and following, it check whether the counter number is different from the previous message.",{}
0x1DC,476,x1DC,8,HVBAT,10.0,Lithium Battery Controller (10ms),CRC_1DC,False,,56,8,little,False,1.0,0.0,0.0,0.0,CRC,Vector__XXX,CRC,{}
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),HvBatChargeablePower,False,,1,10,big,False,0.1,-10.0,0.0,0.0,,Vector__XXX,,{}
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),TargetCharge_SOC,False,,7,1,little,False,1.0,0.0,0.0,0.0,modemask,Vector__XXX,TCSOC,"{0: '100%', 1: 'Deteroiration Restraint 80%'}"
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),Charge_StatusTransitionReqest,False,,21,2,little,False,1.0,0.0,0.0,3.0,modemask,Vector__XXX,CHG_STA_RQ,"{0: 'other', 1: 'Normal Charge', 2: 'Quick Charge', 3: 'Stop Request'}"
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),Keep_SOC_Request,False,,20,1,little,False,1.0,0.0,0.0,0.0,modemask,Vector__XXX,"KEEP_SOC_REQ When the temperature in the battery pack is low outside the timer charge set time, VCM transmists a keep SOC request signal to LBC via CAN. In this case, the battery is not charged, and only battery heater is activated.","{0: 'Normal charge mode (Initial Value)', 1: 'Keep SOC charge mode'}"
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),PCS_Connector_Detection,False,,17,1,little,False,1.0,0.0,0.0,0.0,modemask,Vector__XXX,PSCONDET,"{0: 'other', 1: 'Vehicle-to-Home mode'}"
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),MPRUN,False,,48,2,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"Detection of frozen data. Message-PRUN-Diag. The transmitting node adds a message counter of 2bits or more to the end of the last data area (or just before the checksum). The value of the counter, which is initially 0, increments by one everytime new data is transmitted, and returned to zero when reaching the max value. The receiving node lets the first message pass without check, but for second next message and following, it check whether the counter number is different from the previous message.",{}
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),Unknown_498,False,,63,1,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,unknown - may indicate charging,{}
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),CSUM_498,False,,56,4,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"Checksum. All message nibbles summed together, plus 2. End result in hex is anded with 0xF.",{}
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),VcmMode,False,,47,8,big,False,1.0,0.0,0.0,0.0,,Vector__XXX,Unknown values. Consult provides raw data 0-255,{}
0x1F2,498,x1F2,8,VCM,10.0,Vehicle Control Module (10ms),DcDcConverterReqVoltage,False,,31,6,big,False,0.1,-10.0,0.0,0.0,V,Vector__XXX,,{}
0x284,644,x284,8,VCM,20.0,ABS module relayed via VCM to EV-CAN (20ms),LeftWheelSpeedSensor,False,,7,16,big,False,1.0,0.0,0.0,65535.0,pulses,Vector__XXX,2's comp,{}
0x284,644,x284,8,VCM,20.0,ABS module relayed via VCM to EV-CAN (20ms),RightWheelSpeedSensor,False,,23,16,big,False,1.0,0.0,0.0,65535.0,pulses,Vector__XXX,2's comp,{}
0x284,644,x284,8,VCM,20.0,ABS module relayed via VCM to EV-CAN (20ms),AverageRearSpeedSensor,False,,39,16,big,False,1.0,0.0,0.0,65535.0,pulses,Vector__XXX,??? speed sensor.  Maybe average of both rear? Or VehicleSpeedFromABS?,{}
0x284,644,x284,8,VCM,20.0,ABS module relayed via VCM to EV-CAN (20ms),DistanceTraveled1,False,,48,8,little,False,1.0,0.0,0.0,255.0,,Vector__XXX,00..ff (wraps ~360 times in a 25 mile drive),{}
0x284,644,x284,8,VCM,20.0,ABS module relayed via VCM to EV-CAN (20ms),DistanceTraveled2,False,,56,8,little,False,1.0,0.0,0.0,255.0,,Vector__XXX,00..ff (wraps ~360 times in a 25 mile drive),{}
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_Status_AC_Voltage,False,,27,2,little,False,1.0,0.0,0.0,3.0,status,Vector__XXX,ACVOLST - Type of AC voltage,"{0: 'No Signal', 1: '100V', 2: '200V', 3: 'Abnormal Wave'}"
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_Flag_QC_Relay_On_Announcemen,False,,38,1,little,False,1.0,0.0,0.0,1.0,status,Vector__XXX,FQCRELAYST - QC Relay announcement,"{1: 'Announce OFF', 2: 'Announce ON'}"
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_Flag_QC_IR_Sensor,False,,47,1,little,False,1.0,0.0,0.0,1.0,status,Vector__XXX,FQCIRSENS - QC IR Sensor,"{0: 'Without', 1: 'With'}"
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_Maximum_Charge_Power_Out,False,,40,9,big,False,0.1,0.0,0.0,50.0,kW,Vector__XXX,MAXCHGPOUT - Maximum power supplied by charger in kW,{}
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),PRUN_390,False,,60,2,little,False,1.0,0.0,0.0,3.0,PRUN,Vector__XXX,"Detection of frozen data. Message-PRUN-Diag. The transmitting node adds a message counter of 2bits or more to the end of the last data area (or just before the checksum). The value of the counter, which is initially 0, increments by one everytime new data is transmitted, and returned to zero when reaching the max value. The receiving node lets the first message pass without check, but for second next message and following, it check whether the counter number is different from the previous message.",{}
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_Charge_Status,False,,46,6,big,False,1.0,0.0,0.0,0.0,status,Vector__XXX,From OVMS code,"{1: 'Idle OR QC', 2: 'Finished', 4: 'Charging OR interrupted', 8: 'Idle', 9: 'Idle', 12: 'Plugged in waiting on timer'}"
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),CSUM_390,False,,56,4,little,False,1.0,0.0,0.0,16.0,CSUM,Vector__XXX,Sum of all nibbles (-4),{}
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_Charge_Power,False,,0,9,big,False,0.1,0.0,0.0,50.0,kW,Vector__XXX,Actual charger output - From OVMS code,{}
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_SleepEnabled,False,,3,2,big,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x390,912,x390,8,OBCpd,100.0,On Board Charger (100ms),OBC_DcdcConvStatus,False,,26,2,big,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x393,915,x393,8,OBCpd,100.0,On Board Charger (100ms),PRUN_393,False,,60,2,little,False,1.0,0.0,0.0,3.0,PRUN,Vector__XXX,"Detection of frozen data. Message-PRUN-Diag. The transmitting node adds a message counter of 2bits or more to the end of the last data area (or just before the checksum). The value of the counter, which is initially 0, increments by one everytime new data is transmitted, and returned to zero when reaching the max value. The receiving node lets the first message pass without check, but for second next message and following, it check whether the counter number is different from the previous message.",{}
0x393,915,x393,8,OBCpd,100.0,On Board Charger (100ms),Unknown_393_1,False,,8,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"Dala: 20 while idle, 53 while slowcharging",{}
0x393,915,x393,8,OBCpd,100.0,On Board Charger (100ms),Unknown_393_4,False,,32,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,Dala: Always 20 in logs,{}
0x393,915,x393,8,OBCpd,100.0,On Board Charger (100ms),CSUM_393,False,,56,4,little,False,1.0,0.0,0.0,0.0,CSUM,Vector__XXX,Deviates from other CSUM: (All nibbles summed together)-1=CSUM,{}
0x481,1153,x481,2,Vector__XXX,500.0,??? Unknown sender module (500ms),Unknown_481_1,False,,0,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"Dala: Static 0x40, 0x4b while charging",{}
0x481,1153,x481,2,Vector__XXX,500.0,??? Unknown sender module (500ms),Unknown_481_2,False,,8,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,Dala: Static 0x00,{}
0x50A,1290,x50A,8,VCM,,,Unknown_50A_0,False,,0,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"04,84,85",{}
0x50A,1290,x50A,8,VCM,,,Unknown_50A_1,False,,8,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"02,13,33,40,42,53,72,73",{}
0x50A,1290,x50A,8,VCM,,,Unknown_50A_2,False,,16,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"00,a0",{}
0x50A,1290,x50A,8,VCM,,,ACCompressorPressure,False,,24,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x50A,1290,x50A,8,VCM,,,ACStatusBits_RestUnknown,False,,32,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"00,80  BIT1 = Rear defrost on/off",{}
0x50A,1290,x50A,8,VCM,,,Unknown_50A_5,False,,40,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,a0,{}
0x50A,1290,x50A,8,VCM,,,Unknown_50A_6,False,,48,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"04 , Only present in 2013+ (otherwise frame stops at 6bytes)",{}
0x50A,1290,x50A,8,VCM,,,Unknown_50A_7,False,,56,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"00 , Only present in 2013+ (otherwise frame stops at 6bytes)",{}
0x50B,1291,x50B,7,VCM,100.0,Vehicle Control Module (100ms),DiagMuxOn_VCM,False,,18,1,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,CANMASK,"{0: 'Storage of CAN mute/absent failures not authorized', 1: 'Storage of CAN mute/absent failures'}"
0x50B,1291,x50B,7,VCM,100.0,Vehicle Control Module (100ms),HCM_WakeUpSleepCmd,False,,30,2,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,FirstFrameValueIfAlgorithmNotReady = 3,"{0: 'GoToSleep', 1: 'reserved', 2: 'reserved', 3: 'WakeUp'}"
0x50B,1291,x50B,7,VCM,100.0,Vehicle Control Module (100ms),Batt_Heater_Mail_Send_OK,False,,53,1,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,,"{0: 'Mail send NG', 1: 'Mail send OK'}"
0x50B,1291,x50B,7,VCM,100.0,Vehicle Control Module (100ms),VcmActivation,False,,17,2,big,False,1.0,0.0,0.0,0.0,,Vector__XXX,,"{0: 'NON', 2: 'READY'}"
0x50C,1292,x50C,6,VCM,100.0,Vehicle Control Module (100ms),HCM_CLOCK_50C,False,,24,2,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"PRUN Detection of frozen data. Message-PRUN-Diag. The transmitting node adds a message counter of 2bits or more to the end of the last data area (or just before the checksum). The value of the counter, which is initially 0, increments by one everytime new data is transmitted, and returned to zero when reaching the max value. The receiving node lets the first message pass without check, but for second next message and following, it check whether the counter number is different from the previous message.",{}
0x50C,1292,x50C,6,VCM,100.0,Vehicle Control Module (100ms),ALU_QUESTION_FOR_LBC,False,,32,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,B2h = first question 5Dh = second question,{}
0x50C,1292,x50C,6,VCM,100.0,Vehicle Control Module (100ms),CRC,False,,40,8,little,False,1.0,0.0,0.0,0.0,CRC,Vector__XXX,CRC,{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),CCStatusPlusUnknown,False,,0,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"12,3c- CC Off; a0,da- CC On",{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),Unknown_54A_1,False,,8,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,00 (80 in 2013+),{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),Unknown_54A_2,False,,16,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,70,{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),Unknown_54A_3,False,,24,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"06,0a,0b,0f",{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),ClimateControlSetpoint,False,,32,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,"This data is only correct while climate control is active. If climate control isswitched OFF or activated by app, byte 4 reads as 0x00.",{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),Unknown_54A_5,False,,40,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,00,{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),Unknown_54A_6,False,,48,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,00,{}
0x54A,1354,x54A,8,HVAC,100.0,AC Auto Amp (100ms),AmbientTempAC,False,,56,8,little,False,1.0,0.0,0.0,0.0,,Vector__XXX,,{}
0x54B,1355,x54B,8,HVAC,100.0,AC Auto Amp (100ms),ClimateControlStatus1,False,,0,8,little,False,1.0,0.0,0.0,0.0,status,Vector__XXX,"00 CC on, 01 CC off (2013: 0x10 or 0x11)","{16: 'CC On', 17: 'CC Off', 0: 'CC On', 1: 'CC Off'}"
0x54B,1355,x54B,8,HVAC,100.0,AC Auto Amp (100ms),ClimateVentModeTarget,False,,16,8,little,False,1.0,0.0,0.0,0.0,status,Vector__XXX,(face/feet/defrost),"{128: 'CC OFF', 136: 'Face only', 144: 'Face/Feet', 152: 'Feet only', 160: 'Feet/Defrost', 168: 'Defrost only'}"
0x54B,1355,x54B,8,HVAC,100.0,AC Auto Amp (100ms),ClimateVentModeIntake,False,,24,8,little,False,1.0,0.0,0.0,0.0,status,Vector__XXX,(recirculating/fresh air/defrost),"{9: 'Recirculate', 18: 'Fresh air', 146: 'Defrost'}"
0x54B,1355,x54B,8,HVAC,100.0,AC Auto Amp (100ms),FanSpeed,False,,35,5,little,False,1.0,0.0,1.0,7.0,speed,Vector__XXX,1<->7 ,{}
0x54B,1355,x54B,8,HVAC,100.0,AC Auto Amp (100ms),CCButtonPress,False,,56,8,little,False,1.0,0.0,0.0,0.0,0/1,Vector__XXX,"Alternates after every CC button press, probably to alert A/V to display CC info",{}
